"","Hora_UTC","Período","lat_d","lon_d","Estado_Costeiro","Tipo_Navio","Bandeira","Estado do Navio","Proximidade_Costa(milhas)","ÁREA_NAVEGAÇÃO","Classificação_Ataque","N_Criminosos","Armamento","Hijack","Sequestro","N_Sequestrados","Rapto","N_Raptados","Feridos","N_Feridos","Mortos","N_Mortos","MedidasProteção","Alarme","Ajuda_Autoridades","Equipa_Segurança","CIDADELA","Manobra_Evasiva","ValoresRoubados_Navio","Carga_Roubada","DATA","Data_hora","onda","vento","chuva"
"234","07:00:00","Diurno","4.123","-3.907","Costa do Marfim","Oil Ship Transporter","Luxemburgo","Navegar","70","Águas Internacionais","HIJACK","12","Machine Gun","1","0","0","1","17","1","2","0","0","0","0","0","0","0","0","1","1","2013-02-03 00:00:00","2013-02-03 07:00:00","1.27","3.0703125","0"
"235","00:30:00","Noturno ","5.22","-3.9833333333333","Costa do Marfim","Chemical Tanker","Panamá","Fundeado","2","Mar Territorial","ROUBO","6","Machine Gun/ Knives","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","2012-12-23 00:00:00","2012-12-23 00:30:00","0.78","2.919921875","0"
"236","23:56:00","Noturno ","5.1966666666667","-3.995","Costa do Marfim","Oil Ship Transporter","Libéria","Fundeado","3.5","Mar Territorial","ROUBO","3","Knives","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","2010-01-05 00:00:00","2010-01-05 23:56:00","0.74","2.849609375","0"
"237","01:45:00","Noturno ","5.1966666666667","-3.995","Costa do Marfim","Chemical Tanker","Libéria","Fundeado","3.5","Mar Territorial","ROUBO","6","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2010-04-03 00:00:00","2010-04-03 01:45:00","0.97","2.9501953125","0"
"238","03:00:00","Noturno","5.2208333333333","-3.9981666666667","Costa do Marfim","Tug","Singapura","Fundeado","1.5","Mar Territorial","ROUBO","","Desconhecido","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2017-12-04 00:00:00","2017-12-04 03:00:00","0.96","3.16015625","0"
"239","14:20:00","Diurno","5.2733333333333","-4.03","Costa do Marfim","Cargo Ship","China","Fundeado","0.4","Área Portuária","ROUBO","2","Desconhecido","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2012-07-09 00:00:00","2012-07-09 14:20:00","1.95","4.7001953125","0.00087858771439642"
"240","00:01:00","Noturno","5.2","-4.0333333333333","Costa do Marfim","Oil Ship Transporter","","Fundeado","0.4","Mar Territorial","ROUBO","8","Machine Gun","0","0","0","0","0","1","2","0","0","1","1","0","0","0","0","1","1","2014-11-16 00:00:00","2014-11-16 00:01:00","1.26","3.919921875","0"
"241","01:05:00","Noturno","5.2666666666667","4.035","Costa do Marfim","Supply Ship","Singapura","Fundeado","0.4","Mar Territorial","ROUBO","2","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2011-12-06 00:00:00","2011-12-06 01:05:00","0.95","3.75","0"
"242","00:45:00","Noturno","5.2083333333333","-4.0633333333333","Costa do Marfim","Cargo Ship","Antigua&Barbuda","Fundeado","0.5","Área Portuária","ROUBO","","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2014-06-30 00:00:00","2014-06-30 00:45:00","1.59","4.41015625","0"
"243","20:00:00","Noturno ","4","-4","Togo","Oil Ship Transporter","Panamá","Navegar","77","Águas Internacionais","HIJACK","14","Machine Gun","1","1","2","0","0","0","0","0","0","1","0","1","0","0","0","1","0","2016-02-11 00:00:00","2016-02-11 20:00:00","1.53","4.5302734375","0"
"244","04:25:00","Noturno ","5.2333333333333","-4","Costa do Marfim","Oil Ship Transporter","Singapura","Fundeado","0.6","Mar Territorial","ROUBO","1","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2011-01-16 00:00:00","2011-01-16 04:25:00","1.05","1.7802734375","0"
"245","15:22:00","Diurno","5.2666666666667","-4.0166666666667","Costa do Marfim","Supply Ship","Singapura","Fundeado","0.1","Área Portuária","ROUBO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2012-02-26 00:00:00","2012-02-26 15:22:00","0.76","2.919921875","0"
"246","23:35:00","Noturno","4.665","4.0166666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Navegar","93","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","2018-12-14 00:00:00","2018-12-14 23:35:00","1.33","4.009765625","0"
"247","03:00:00","Noturno","5.3316666666667","-4.03","Costa do Marfim","Tug","Singapura","Fundeado","0.3","Área Portuária","ROUBO","","Desconhecido","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2020-12-08 00:00:00","2020-12-08 03:00:00","1.0823076688326","3.7099609375","9.2721772343429E-7"
"248","22:30:00","Noturno ","5.2166666666667","-4.0333333333333","Costa do Marfim","Oil Ship Transporter","Singapura","Fundeado","2","Área Portuária","ROUBO","6","Desconhecido","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-03-17 00:00:00","2012-03-17 22:30:00","1.15","1.91015625","0.00024471108918078"
"249","22:00:00","Noturno ","5.35","4.0333333333333","Costa do Marfim","Oil Ship Transporter","Panamá","Navegar","58","Águas Internacionais","HIJACK","8","Desconhecido","1","1","16","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2013-01-16 00:00:00","2013-01-16 22:00:00","1.1","4.83984375","0"
"250","03:00:00","Noturno ","5.3666666666667","-4.0333333333333","Costa do Marfim","Cargo Ship","EUA","Atracado","0","Área Portuária","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2013-03-24 00:00:00","2013-03-24 03:00:00","1.1766666666667","3.740234375","0"
"251","02:35:00","Noturno ","5.2233333333333","-4.035","Costa do Marfim","Oil Ship Transporter","Panamá","Fundeado","1","Mar Territorial","ROUBO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2010-11-21 00:00:00","2010-11-21 02:35:00","0.98","3.7998046875","0"
"252","01:50:00","Noturno","5.2666666666667","-4.0366666666667","Costa do Marfim","Supply Ship","IlhasMarshall","Fundeado","0.2","Área Portuária","ROUBO","1","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2020-03-07 00:00:00","2020-03-07 01:50:00","1.2385713849749","3.4404296875","1.4255972497804E-5"
"253","00:01:00","Noturno ","5.2185","-4.0431666666667","Costa do Marfim","Cargo Ship","Libéria","Fundeado","1.5","Mar Territorial","ROUBO","2","Knives","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","2012-01-11 00:00:00","2012-01-11 00:01:00","0.83","3.0302734375","0"
"254","22:40:00","Noturno","5.2066666666667","-4.0466666666667","Costa do Marfim","Oil Ship Transporter","Libéria","Fundeado","3","Mar Territorial","ROUBO","2","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2019-01-19 00:00:00","2019-01-19 22:40:00","0.99","3.48046875","0"
"255","23:00:00","Noturno ","5.2166666666667","-4.052","Costa do Marfim","Bulk Carrier","Ilhas Caimão","Fundeado","2","Mar Territorial","NCONSEGUIDO","6","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-07-31 00:00:00","2013-07-31 23:00:00","1.21","2.8701171875","0"
"256","23:30:00","Noturno ","5.2093333333333","-4.0613333333333","Costa do Marfim","Oil Ship Transporter","Bahamas","Fundeado","3","Mar Territorial","HIJACK","14","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2012-10-05 00:00:00","2012-10-05 23:30:00","1.18","2.76953125","0"
"257","00:05:00","Noturno","5.1908333333333","-4.0711666666667","Costa do Marfim","Bulk Carrier","Singapura","Fundeado","3","Mar Territorial","ROUBO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2018-07-22 00:00:00","2018-07-22 00:05:00","1.32","2.6904296875","0"
"258","00:30:00","Noturno ","5.1813333333333","-4.0786666666667","Costa do Marfim","Cargo Ship","IlhasMarshall","Fundeado","4","Mar Territorial","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2017-06-05 00:00:00","2017-05-06 00:30:00","1.52","2.6298828125","0"
"259","23:03:00","Noturno ","5.22","-4.3433333333333","Costa do Marfim","Cargo Ship","Libéria","Fundeado","0.1","Mar Territorial","ROUBO","5","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2010-06-13 00:00:00","2010-06-13 23:03:00","1.32","5.2001953125","0.00048365871771239"
"260","16:20:00","Diurno","3.5983333333333","4.605","Nigéria","Oil Ship Transporter","IlhasMarshall","Navegar","87","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","2020-11-07 00:00:00","2020-11-07 16:20:00","0.9899999499321","4.3896484375","0"
"261","08:00:00","Diurno","4.6235","4.6353333333333","Nigéria","Cargo Ship","Camarões","Navegar","51","Águas Internacionais","RAPTO","","Desconhecido","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","2020-12-10 00:00:00","2020-12-10 08:00:00","1.2099999189377","4.9697265625","2.3180443085857E-7"
"262","16:07:00","Diurno","3.85","4.65","Nigéria","Tug","Nigéria","Navegar","74","Águas Internacionais","ROUBO","5","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2016-02-26 00:00:00","2016-02-26 16:07:00","1.18","5.0302734375","3.523224950186E-5"
"263","22:50:00","Noturno","2.9666666666667","4.6666666666667","Nigéria","Cargo Ship","Turquia","Navegar","124","Águas Internacionais","HIJACK","","Desconhecido","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2019-07-13 00:00:00","2019-07-13 22:50:00","1.37","4.5400390625","3.4928343666252E-6"
"264","02:20:00","Noturno","2.8216666666667","4.675","Nigéria","Cargo Ship","Libéria","Navegar","130","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2020-02-21 00:00:00","2020-02-21 02:20:00","1.039999961853","3.900390625","0"
"265","10:12:00","Diurno","3.9333333333333","4.7166666666667","Nigéria","Oil Ship Transporter","Nigéria","Navegar","67","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","2016-04-28 00:00:00","2016-04-28 10:12:00","1.53","2.41015625","3.7513960705837E-5"
"266","05:30:00","Noturno","2.5581666666667","4.7425","Nigéria","Outros","","Navegar","180","Águas Internacionais","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2019-02-03 00:00:00","2019-02-03 05:30:00","1.14","3.73046875","0"
"267","18:45:00","Diurno","4.6533333333333","4.7533333333333","Nigéria","Outros","Curaçao","Navegar","45","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","0","0","1","4","0","0","1","1","1","0","1","0","1","0","2012-05-17 00:00:00","2012-05-17 18:45:00","1.38","4.2099609375","1.295237298644E-5"
"268","05:30:00","Noturno","2.5431666666667","4.7883333333333","Nigéria","Outros","IlhasMarshall","Navegar","136","Águas Internacionais","RAPTO","5","Desconhecido","0","0","0","1","3","0","0","0","0","1","0","1","0","0","0","0","0","2019-02-03 00:00:00","2019-02-03 05:30:00","1.14","3.73046875","0"
"269","07:00:00","Diurno","5.211","4.8095","Nigéria","Oil Ship Transporter","Malta","Navegar","33","Águas Internacionais","ROUBO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","2017-02-19 00:00:00","2017-02-19 07:00:00","1.07","1.48046875","0"
"270","19:31:00","Diurno","4.9333333333333","4.8166666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Navegar","35","Águas Internacionais","HOMICIDIO","2","Machine Gun","0","0","0","0","0","1","1","1","1","1","0","0","1","1","0","1","0","2014-04-29 00:00:00","2014-04-29 19:31:00","1.1","3.2099609375","0"
"271","06:17:00","Diurno","3.5","4.8333333333333","Nigéria","Supply Ship","Malásia","Navegar","97","Águas Internacionais","SEQUESTRO","","Desconhecido","0","1","2","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2016-04-19 00:00:00","2016-04-19 06:17:00","1.21","1.91015625","0"
"272","13:25:00","Diurno","2.8666666666667","4.8666666666667","Nigéria","Oil Ship Transporter","Singapura","Navegar","106","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2016-03-11 00:00:00","2016-03-11 13:25:00","1.32","4.23046875","2.2460043380436E-5"
"273","14:30:00","Diurno","3.0833333333333","4.8833333333333","Nigéria","Supply Ship","Nigéria","Navegar","98","Águas Internacionais","SEQUESTRO","3","Machine Gun","0","1","5","0","0","1","1","0","0","1","1","0","0","1","0","1","0","2016-07-07 00:00:00","2016-07-07 14:30:00","1.54","6.83984375","4.5858813047578E-6"
"274","18:30:00","Diurno","3.8","4.95","Nigéria","Cargo Ship","Antigua&Barbuda","Navegar","83","Águas Internacionais","NCONSEGUIDO","8","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2013-04-26 00:00:00","2013-04-26 18:30:00","0.97","3.1904296875","0"
"275","06:40:00","Noturno ","4.4365","4.974","Nigéria","Supply Ship","Singapura","Navegar","44","Águas Internacionais","HIJACK","6","Desconhecido","1","0","0","1","13","0","0","0","0","0","0","0","0","0","0","1","1","2012-05-07 00:00:00","2012-05-07 06:40:00","1.24","3.7001953125","4.2746542021632E-6"
"276","04:00:00","Noturno ","3.7333333333333","4.9833333333333","Nigéria","Oil Ship Transporter","Ilhas Cook","Navegar","63","Águas Internacionais","HIJACK","10","Machine Gun","1","0","0","1","9","1","9","0","0","1","0","1","1","0","0","1","1","2015-01-11 00:00:00","2015-01-11 04:00:00","1.07","5.4599609375","0"
"277","08:00:00","Diurno","4.4","5.05","Nigéria","Oil Ship Transporter","Libéria","Navegar","43.9","Mar Territorial","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2014-11-08 00:00:00","2014-11-08 08:00:00","1.13","3.5302734375","5.9211988941413E-6"
"278","18:30:00","Diurno","5.4666666666667","5.0833333333333","Nigéria","Oil Ship Transporter","Nigéria","Fundeado","10","Mar Territorial","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-02-01 00:00:00","2015-02-01 18:30:00","1.18","3.4296875","0"
"279","17:20:00","Diurno","4.2408333333333","-5.222","Nigéria","Oil Ship Transporter","Nigéria","Navegar","33","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","2014-08-26 00:00:00","2014-08-26 17:20:00","2.12","4.9404296875","4.5979463104759E-5"
"280","03:57:00","Noturno","4.05","5.4666666666667","Nigéria","Cargo Ship","Panamá","Navegar","30","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2014-11-04 00:00:00","2014-11-04 03:57:00","1.54","3.1201171875","3.8123504933098E-5"
"281","14:54:00","Diurno","1.1886666666667","5.5541666666667","S.Tomé e Príncipe","Outros","Libéria","Navegar","78","Águas Internacionais","RAPTO","","Machine Gun","0","0","0","1","14","1","1","0","0","1","1","0","0","0","0","1","1","2020-11-13 00:00:00","2020-11-13 14:54:00","1.5599999427795","4.1904296875","3.3611642474497E-6"
"282","00:15:00","Noturno ","4.2333333333333","5","Nigéria","Oil Ship Transporter","Libéria","Navegar","40","Águas Internacionais","NCONSEGUIDO","4","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2014-03-20 00:00:00","2014-03-20 00:15:00","0.92","4.5498046875","0"
"283","13:00:00","Diurno","3.1833333333333","5.0166666666667","Nigéria","Oil Ship Transporter","Libéria","Navegar","85","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2020-12-02 00:00:00","2020-12-02 13:00:00","1.2799999713898","4.25","6.3746218486112E-6"
"284","09:55:00","Diurno","4.0166666666667","5.0166666666667","Nigéria","Chemical Tanker","Panamá","Navegar","75","Águas Internacionais","ROUBO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","2014-02-06 00:00:00","2014-02-06 09:55:00","0.85","2.9296875","0"
"285","20:05:00","Noturno ","3.05","5.05","Nigéria","Bulk Carrier","Malta","Navegar","96","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2016-03-11 00:00:00","2016-03-11 20:05:00","1.27","4.5703125","1.4536883879503E-6"
"286","17:30:00","Diurno","2.2416666666667","5.0616666666667","Nigéria","Cargo Ship","Chipre","Navegar","142","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2020-05-20 00:00:00","2020-05-20 17:30:00","1.0199999809265","5.2197265625","0"
"287","06:50:00","Diurno","3.2666666666667","5.15"," Nigéria","Oil Ship Transporter","Grécia","Navegar","85","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2016-07-07 00:00:00","2016-07-07 06:50:00","1.64","5.2998046875","2.2837981045346E-6"
"288","15:00:00","Diurno","3.7","5.1666666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Navegar","58","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","2016-05-07 00:00:00","2016-05-07 15:00:00","1.05","4.9501953125","0.00015512236859649"
"289","23:40:00","Noturno ","4.3333333333333","5.1666666666667","Nigéria","Oil Ship Transporter","Libéria","Navegar","31","Águas Internacionais","SEQUESTRO","8","Machine Gun","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2016-03-25 00:00:00","2016-03-25 23:40:00","1.35","3.8203125","0"
"290","18:45:00","Noturno ","4.0166666666667","5.2333333333333","Nigéria","Supply Ship","Itália","Navegar","40","Águas Internacionais","SEQUESTRO","8","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-12-23 00:00:00","2012-12-23 18:45:00","0.74","2.1396484375","0"
"291","20:00:00","Noturno","2.9708333333333","5.2686666666667","Nigéria","Oil Ship Transporter","Libéria","Navegar","98.5","Águas Internacionais","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2019-05-03 00:00:00","2019-05-03 20:00:00","1.46","4.740234375","0"
"292","19:15:00","Noturno ","4.0033333333333","5.2766666666667","Nigéria","Bulk Carrier","IlhasMarshall","Navegar","58","Águas Internacionais","NCONSEGUIDO","12","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","2014-03-04 00:00:00","2014-03-04 19:15:00","1.16","2.669921875","0.00016172490371712"
"293","21:15:00","Noturno ","4.3433333333333","5.2916666666667","Nigéria","Supply Ship","Nigéria","Navegar","29","Águas Internacionais","SEQUESTRO","6","Desconhecido","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2014-01-29 00:00:00","2014-01-29 21:15:00","0.93","4.7900390625","5.6165575595765E-6"
"294","23:20:00","Noturno ","3.9016666666667","5.2933333333333","Nigéria","Chemical Tanker","Panamá","Navegar","44","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2016-05-03 00:00:00","2016-05-03 23:20:00","1.33","2.7197265625","0"
"295","03:45:00","Noturno ","3.95","5.3","Nigéria","Oil Ship Transporter","Libéria","Navegar","51","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","2014-02-19 00:00:00","2014-02-19 03:45:00","1.12","5.16015625","0"
"296","08:00:00","Diurno","1.55","5.3166666666667","S.Tomé e Príncipe","Cargo Ship","IlhasMarshall","Navegar","102","Águas Internacionais","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2020-02-14 00:00:00","2020-02-14 08:00:00","1.0199999809265","1.25","2.3180443085857E-7"
"297","23:10:00","Noturno ","4.2666666666667","5.33","Nigéria","Supply Ship","Honduras","Navegar","25","Águas Internacionais","HOMICIDIO","6","Machine Gun","0","0","0","0","0","1","2","1","1","1","1","0","1","0","1","0","0","2012-12-13 00:00:00","2012-12-13 23:10:00","0.85","4.3203125","0"
"298","01:50:00","Noturno","-3.8666666666667","5.3333333333333","Nigéria","Chemical Tanker","Gibraltar","Navegar","44","Águas Internacionais","NCONSEGUIDO","12","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2016-09-16 00:00:00","2016-09-16 01:50:00","1.52","3.9697265625","--"
"299","07:00:00","Noturno ","3.9566666666667","5.3466666666667","Nigéria","Supply Ship","Malásia","Navegar","55","Águas Internacionais","SEQUESTRO","6","Machine Gun","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2013-02-17 00:00:00","2013-02-17 07:00:00","1.26","5.7001953125","0.00016692541539669"
"300","17:15:00","Diurno","3.8833333333333","5.3666666666667","Nigéria","Oil Ship Transporter","Panamá","Navegar","58","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2016-04-19 00:00:00","2016-04-19 17:15:00","1.17","2.51953125","0"
"301","19:56:00","Noturno ","4.1336666666667","5.3841666666667","Nigéria","Cargo Ship","Libéria","Navegar","30","Águas Internacionais","SEQUESTRO","","Desconhecido","0","1","2","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2016-04-11 00:00:00","2016-04-11 19:56:00","1.28","3.6396484375","1.5985246763789E-5"
"302","09:20:00","Diurno","3.31","5.3983333333333","Nigéria","Oil Ship Transporter","Bahamas","Navegar","78","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2016-04-07 00:00:00","2016-04-07 09:20:00","1.34","1.990234375","4.3861447401079E-6"
"303","11:15:00","Diurno","2.4416666666667","5.415","Guiné","Outros","Singapura","Navegar","135","Águas Internacionais","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2020-12-22 00:00:00","2020-12-22 11:15:00","1.0599999427795","4.9404296875","1.9703376622979E-6"
"304","15:52:00","Diurno","3.8483333333333","5.415","Nigéria","Oil Ship Transporter","Panamá","Navegar","43","Águas Internacionais","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2016-05-05 00:00:00","2016-05-05 15:52:00","1.23","3.5595703125","0"
"305","10:35:00","Diurno","2.8333333333333","5.4166666666667","Nigéria","Outros","Panamá","Navegar","100","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","2020-12-03 00:00:00","2020-12-03 10:35:00","1.0799999237061","5.98046875","5.1692388081466E-5"
"306","19:54:00","Noturno ","3.9666666666667","5.4166666666667","Nigéria","Cargo Ship","Comores","Navegar","36","Águas Internacionais","SEQUESTRO","6","Machine Gun","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2015-10-19 00:00:00","2015-10-19 19:54:00","1.41","5.76953125","6.477942224592E-6"
"307","05:40:00","Noturno ","4.0833333333333","5.4166666666667","Nigéria","Supply Ship","Nigéria","Navegar","30","Águas Internacionais","ROUBO","10","Desconhecido","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2016-01-15 00:00:00","2016-01-15 05:40:00","0.99","3.75","1.2805411925315E-6"
"308","20:30:00","Noturno ","3.875","5.4666666666667","Nigéria","Oil Ship Transporter","Nigéria","Navegar","50","Águas Internacionais","SEQUESTRO","8","Machine Gun","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-05-24 00:00:00","2013-05-24 20:30:00","1.01","5.4697265625","0"
"309","20:45:00","Noturno ","4.1666666666667","5.5","Nigéria","Cargo Ship","Antigua&Barbuda","Navegar","45","Águas Internacionais","SEQUESTRO","14","Machine Gun","0","1","5","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2013-04-25 00:00:00","2013-04-25 20:45:00","0.93","6.009765625","0.00036102077313538"
"310","03:30:00","Noturno ","4.0401666666667","5.5063333333333","Nigéria","Tug","Chipre","Fundeado","37","Águas Internacionais","ROUBO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","2014-01-30 00:00:00","2014-01-30 03:30:00","0.92","3.6904296875","0.00039104104507715"
"311","09:00:00","Diurno","3.2966666666667","5.5166666666667","Nigéria","Oil Ship Transporter","Turquia","Navegar","74","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2016-04-10 00:00:00","2016-04-10 09:00:00","1.06","4.8798828125","0.0001182984051411"
"312","13:00:00","Diurno","4.4683333333333","5.5195","Nigéria","Cargo Ship","SãoCristóvão&Neves","Navegar","12","Mar Territorial","RAPTO","","Desconhecido","0","0","0","1","10","0","0","0","0","1","1","1","0","0","0","0","0","2020-11-26 00:00:00","2020-11-26 13:00:00","0.96999996900558","4.830078125","9.0403728034852E-6"
"313","04:25:00","Noturno ","3.975","5.5416666666667","Nigéria","Tug","Chipre","Navegar","35","Águas Internacionais","ROUBO","7","Machine Gun","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","2011-11-17 00:00:00","2011-11-17 04:25:00","1.06","2.7998046875","0"
"314","10:00:00","Diurno","3.8666666666667","5.55","Nigéria","Outros","Panamá","Navegar","37","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","2016-01-19 00:00:00","2016-01-19 10:00:00","1.1","4.41015625","0.00021848971348094"
"315","10:20:00","Diurno","4.135","5.5583333333333","Nigéria","Oil Ship Transporter","Panamá","Navegar","24","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2014-08-26 00:00:00","2014-08-26 10:20:00","2.38","7.58984375","0.00014967065362725"
"316","14:15:00","Diurno","4.1833333333333","5.5666666666667","Nigéria","Chemical Tanker","Libéria","Navegar","25","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","2013-09-04 00:00:00","2013-09-04 14:15:00","1.11","3.3095703125","0.00020440568914637"
"317","22:36:00","Noturno ","2.5","5.5833333333333","Nigéria","Oil Ship Transporter","Libéria","Navegar","110","Águas Internacionais","HIJACK","","Desconhecido","1","1","5","1","18","1","1","0","0","1","0","1","0","0","0","1","1","2016-01-29 00:00:00","2016-01-29 22:36:00","1.46","3.169921875","0"
"318","02:00:00","Noturno ","3.8833333333333","5.6","Nigéria","Oil Ship Transporter","IlhasMarshall","Navegar","34","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","2016-05-05 00:00:00","2016-05-05 02:00:00","1.24","3.8896484375","7.6495021146358E-7"
