"","Hora_UTC","Período","lat_d","lon_d","Estado_Costeiro","Tipo_Navio","Bandeira","Estado do Navio","Proximidade_Costa(milhas)","ÁREA_NAVEGAÇÃO","Classificação_Ataque","N_Criminosos","Armamento","Hijack","Sequestro","N_Sequestrados","Rapto","N_Raptados","Feridos","N_Feridos","Mortos","N_Mortos","MedidasProteção","Alarme","Ajuda_Autoridades","Equipa_Segurança","CIDADELA","Manobra_Evasiva","ValoresRoubados_Navio","Carga_Roubada","DATA","Data_hora","onda","vento","chuva"
"149","09:40:00","Diurno","2.5688333333333","2.895","Nigéria","Oil Ship Transporter","Grécia","Navegar","200","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2020-12-04 00:00:00","2020-12-04 09:40:00","1.1100000143051","4.1396484375","2.3180443085857E-6"
"150","00:53:00","Noturno ","6.1833333333333","2.9333333333333","Nigéria","Chemical Tanker","Singapura","Navegar","15","Águas Internacionais","NCONSEGUIDO","20","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","2012-09-05 00:00:00","2012-09-05 00:53:00","1.43","3.3203125","0"
"151","00:20:00","Noturno","6.2921666666667","3.236","Nigéria","Oil Ship Transporter","Panamá","Fundeado","9","Área Portuária","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2020-02-18 00:00:00","2020-02-18 00:20:00","0.81999999284744","4.75","0"
"152","00:50:00","Noturno","6.4333333333333","3.3166666666667","Nigéria","Oil Ship Transporter","Dinamarca","Fundeado","0.12","Área Portuária","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2014-12-19 00:00:00","2014-12-19 00:50:00","0.98","3.4697265625","0"
"153","01:17:00","Noturno","-4.95","3.35","Nigéria","Cargo Ship","China","Navegar","85","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2020-03-06 00:00:00","2020-03-06 01:17:00","1.2799999713898","5.08984375","0"
"154","02:30:00","Noturno","6.34","3.3683333333333","Nigéria","Oil Ship Transporter","Nigéria","Fundeado","6","Área Portuária","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2013-02-15 00:00:00","2013-02-15 02:30:00","0.73","5.23046875","0"
"155","01:00:00","Noturno","6.3083333333333","3.3933333333333","Nigéria","Chemical Tanker","IlhasMarshall","Atracado","0","Área Portuária","NCONSEGUIDO","1","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2014-12-14 00:00:00","2014-12-14 01:00:00","0.71","2.5400390625","0"
"156","22:06:00","Noturno","6.3205","3.4","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","7.14","Mar Territorial","ROUBO","10","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2014-10-25 00:00:00","2014-10-25 22:06:00","0.69","1.9697265625","1.2815125046473E-5"
"157","02:20:00","Noturno","6.4405","3.4223333333333","Nigéria","Chemical Tanker","IlhasMarshall","Atracado","0","Área Portuária","NCONSEGUIDO","12","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2015-02-05 00:00:00","2015-02-05 02:20:00","1.09","5.1103515625","0"
"158","23:45:00","Noturno ","5.5316666666667","3.09","Nigéria","Chemical Tanker","Libéria","Navegar","50","Águas Internacionais","NCONSEGUIDO","8","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2011-02-09 00:00:00","2011-02-09 23:45:00","0.85","7.4404296875","7.1848524385132E-6"
"159","00:30:00","Noturno ","5.8583333333333","3.0966666666667","Nigéria","Chemical Tanker","Panamá","Navegar","40","Águas Internacionais","ROUBO","10","Machine Gun","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","2012-01-03 00:00:00","2012-01-03 00:30:00","1.08","3.259765625","0"
"160","00:30:00","Noturno","6.2666666666667","3.1833333333333","Nigéria","Oil Ship Transporter","Singapura","Fundeado","9.5","Mar Territorial","NCONSEGUIDO","7","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2018-07-03 00:00:00","2018-07-03 00:30:00","1.51","5.169921875","0"
"161","10:00:00","Diurno","6.0166666666667","3.2","Nigéria","Outros","China","Navegar","30","Águas Internacionais","HIJACK","","Desconhecido","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2018-03-22 00:00:00","2018-03-22 10:00:00","1.18","3.9501953125","0"
"162","19:20:00","Noturno","1.8316666666667","3.2016666666667","Nigéria","Tug","Países Baixos","Navegar","220","Águas Internacionais","NCONSEGUIDO","5","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2018-07-03 00:00:00","2018-07-03 19:20:00","1.49","7.1103515625","--"
"163","23:10:00","Noturno","6.265","3.2033333333333","Nigéria","Oil Ship Transporter","Singapura","Fundeado","9.5","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-05-23 00:00:00","2018-05-23 23:10:00","1.29","5.509765625","2.5822981115198E-5"
"164","22:30:00","Noturno","6.2533333333333","3.205","Nigéria","Oil Ship Transporter","Singapura","Fundeado","10.5","Mar Territorial","ROUBO","2","Machine Gun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2019-03-24 00:00:00","2019-03-24 22:30:00","1.4","4.4501953125","3.7120000342838E-5"
"165","01:15:00","Noturno","6.2616666666667","3.2133333333333","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","8","Mar Territorial","NCONSEGUIDO","5","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2019-01-07 00:00:00","2019-01-07 01:15:00","0.86","5.6103515625","0"
"166","10:30:00","Diurno","6.2666666666667","3.2166666666667","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","8","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2015-09-22 00:00:00","2015-09-22 10:30:00","1.11","4.48046875","0"
"167","00:10:00","Noturno","6.2678333333333","3.2185","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","9.5","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2019-05-03 00:00:00","2019-05-03 00:10:00","0.98","4.1201171875","6.1579943576362E-5"
"168","00:00:00","Noturno","6.2751666666667","3.219","Nigéria","Chemical Tanker","Singapura","Fundeado","9","Mar Territorial","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-09-20 00:00:00","2018-09-20 00:00:00","1.18","3.5400390625","0"
"169","01:55:00","Noturno","6.265","3.2216666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","10","Mar Territorial","NCONSEGUIDO","5","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-10-17 00:00:00","2018-10-17 01:55:00","1.07","1.7802734375","0"
"170","02:00:00","Noturno","6.2866666666667","3.23","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","8.5","Mar Territorial","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2019-10-05 00:00:00","2019-10-05 02:00:00","1.11","2.7998046875","5.5620479542995E-5"
"171","01:20:00","Noturno","6.2903333333333","3.23","Nigéria","Oil Ship Transporter","Singapura","Fundeado","8","Mar Territorial","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2017-12-24 00:00:00","2017-12-24 01:20:00","1.08","1.9697265625","0"
"172","00:45:00","Noturno","6.2866666666667","3.2311666666667","Nigéria","Oil Ship Transporter","Singapura","Fundeado","8.5","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-10-14 00:00:00","2018-10-14 00:45:00","1.37","3.6904296875","1.3878904610465E-5"
"173","12:30:00","Diurno","4.6333333333333","3.235","Nigéria","Oil Ship Transporter","Grécia","Navegar","105","Águas Internacionais","NCONSEGUIDO","","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2019-03-02 00:00:00","2019-03-02 12:30:00","0.97","3.400390625","0.00043392126363787"
"174","03:15:00","Noturno","6.295","3.235","Nigéria","Oil Ship Transporter","Singapura","Fundeado","7","Mar Territorial","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2019-09-23 00:00:00","2019-09-23 03:15:00","1.13","3.58984375","0"
"175","20:45:00","Noturno ","6.1","3.25","Nigéria","Oil Ship Transporter","Panamá","Navegar","19","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2010-04-27 00:00:00","2010-04-27 20:45:00","1.22","3.7197265625","3.2951309549389E-5"
"176","02:40:00","Noturno ","6.26","3.25","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","7","Mar Territorial","NCONSEGUIDO","10","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2013-08-15 00:00:00","2013-08-15 02:40:00","1.36","7.080078125","5.0354676204734E-5"
"177","20:40:00","Noturno ","4.9166666666667","3.2666666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Navegar","100","Águas Internacionais","HIJACK","6","Desconhecido","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2011-10-08 00:00:00","2011-10-08 20:40:00","1.49","5.4599609375","0"
"178","05:30:00","Noturno","5.8833333333333","3.2833333333333","Nigéria","Outros","Libéria","Navegar","33","Águas Internacionais","RAPTO","","Machine Gun","0","0","0","1","2","0","0","0","0","1","1","1","0","1","0","0","0","2020-09-08 00:00:00","2020-09-08 05:30:00","1.8099999427795","4.66015625","6.9541329257572E-7"
"179","23:45:00","Noturno ","5.9166666666667","3.2833333333333","Nigéria","Cargo Ship","Panamá","Navegar","34","Águas Internacionais","ROUBO","8","Machine Gun/ Knives","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","0","2010-12-14 00:00:00","2010-12-14 23:45:00","1.03","3.1396484375","0"
"180","03:10:00","Noturno","6.315","3.29","Nigéria","Oil Ship Transporter","Singapura","Fundeado","6","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2019-03-30 00:00:00","2019-03-30 03:10:00","1.09","3.900390625","2.3255906853592E-5"
"181","01:10:00","Noturno","6.3166666666667","3.2983333333333","Nigéria","Oil Ship Transporter","Singapura","Fundeado","5","Área Portuária","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2017-12-10 00:00:00","2017-12-10 01:10:00","0.61","3.6796875","0"
"182","02:50:00","Noturno","6.345","3.3033333333333","Nigéria","Oil Ship Transporter","Singapura","Fundeado","4","Mar Territorial","ROUBO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","1","2017-08-19 00:00:00","2017-08-19 02:50:00","1.12","4.98046875","8.0482768680668E-6"
"183","01:30:00","Noturno","6.2616666666667","3.3183333333333","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","10.5","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2020-02-01 00:00:00","2020-02-01 01:30:00","1.1899999380112","3.150390625","0"
"184","23:30:00","Noturno","6.2965","3.3215","Nigéria","Oil Ship Transporter","Singapura","Fundeado","7","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2019-01-03 00:00:00","2019-01-03 23:30:00","1.07","2.3701171875","0"
"185","21:15:00","Noturno","6.3566666666667","3.3215","Nigéria","Oil Ship Transporter","Ilha de Man","Fundeado","3","Área Portuária","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2018-11-21 00:00:00","2018-11-21 21:15:00","0.85","4.9404296875","0"
"186","00:50:00","Noturno","6.2818333333333","3.3255","Nigéria","Oil Ship Transporter","Dinamarca","Fundeado","9","Mar Territorial","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2020-01-25 00:00:00","2020-01-25 00:50:00","1.3600000143051","3.2197265625","0"
"187","04:15:00","Noturno ","6.435","3.3266666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Atracado","0","Área Portuária","NCONSEGUIDO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2016-07-24 00:00:00","2016-07-24 04:15:00","0.99","4.990234375","0.00030702707590535"
"188","06:15:00","Diurno","6.2966666666667","3.3283333333333","Nigéria","Oil Ship Transporter","Panamá","Navegar","6.2","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-01-05 00:00:00","2018-01-05 06:15:00","0.7","2.98046875","0"
"189","02:50:00","Noturno ","6.3","3.3333333333333","Nigéria","Chemical Tanker","Bahamas","Fundeado","7.5","Mar Territorial","HIJACK","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2012-01-16 00:00:00","2012-01-16 02:50:00","0.68","3.259765625","0"
"190","03:20:00","Noturno","6.2715","3.335","Nigéria","Oil Ship Transporter","Chipre","Fundeado","9.5","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2019-01-07 00:00:00","2019-01-07 03:20:00","0.85","4.0302734375","0"
"191","00:00:00","Noturno","6.3038333333333","3.3351666666667","Nigéria","Oil Ship Transporter","China","Fundeado","7.5","Mar Territorial","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2018-01-27 00:00:00","2018-01-27 00:00:00","0.64","3.1201171875","0"
"192","23:35:00","Noturno","6.3","3.3366666666667","Nigéria","Oil Ship Transporter","Malta","Fundeado","8","Mar Territorial","NCONSEGUIDO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2018-05-25 00:00:00","2018-05-25 23:35:00","1.28","3.919921875","4.1093298932537E-5"
"193","02:15:00","Noturno","6.3381666666667","3.3416666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","5.5","Mar Territorial","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2019-04-25 00:00:00","2019-04-25 02:15:00","0.8","3.8798828125","4.9107336963061E-5"
"194","04:45:00","Noturno","6.4293333333333","3.342","Nigéria","Bulk Carrier","China","Atracado","0","Área Portuária","ROUBO","10","Desconhecido","0","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","1","2019-07-25 00:00:00","2019-07-25 04:45:00","0.96","4.7998046875","1.9904126020265E-5"
"195","23:00:00","Noturno ","6.275","3.345","Nigéria","Chemical Tanker","Singapura","Fundeado","9","Mar Territorial","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2013-06-02 00:00:00","2013-06-02 23:00:00","1.59","5.8798828125","6.2255232478492E-5"
"196","18:56:00","Diurno","6.2833333333333","3.35","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","8.5","Mar Territorial","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2014-04-23 00:00:00","2014-04-23 18:56:00","1.12","3.7802734375","0"
"197","02:30:00","Noturno","6.2833333333333","3.35","Nigéria","Bulk Carrier","IlhasMarshall","Fundeado","8","Mar Territorial","ROUBO","2","Desconhecido","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","2018-06-03 00:00:00","2018-06-03 02:30:00","1.47","3.33984375","5.6550597946625E-5"
"198","22:00:00","Noturno ","6.3","3.35","Nigéria","Bulk Carrier","SãoCristóvão&Neves","Fundeado","8","Mar Territorial","ROUBO","12","Machine Gun/ Knives","0","0","0","0","0","1","27","0","0","0","0","0","0","0","0","1","0","2011-01-10 00:00:00","2011-01-10 22:00:00","0.77","1.6796875","0"
"199","00:45:00","Noturno","6.3131666666667","3.355","Nigéria","Oil Ship Transporter","Libéria","Fundeado","6.3","Mar Territorial","ROUBO","1","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","2020-03-19 00:00:00","2020-03-19 00:45:00","1.0099999904633","5.8603515625","0"
"200","01:00:00","Noturno ","6.2983333333333","3.3583333333333","Nigéria","Bulk Carrier","IlhasMarshall","Fundeado","6.5","Mar Territorial","ROUBO","7","Machine Gun/ Knives","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","1","0","2010-05-04 00:00:00","2010-05-04 01:00:00","1.29","3.4404296875","0"
"201","04:30:00","Noturno","6.3051666666667","3.361","Nigéria","Oil Ship Transporter","Panamá","Fundeado","7","Mar Territorial","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2016-12-12 00:00:00","2016-12-12 04:30:00","1.03","3.16015625","0"
"202","02:00:00","Noturno","6.3166666666667","3.3666666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","6","Mar Territorial","NCONSEGUIDO","3","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2016-10-18 00:00:00","2016-10-18 02:00:00","0.86","4.9501953125","3.0878454708727E-5"
"203","03:00:00","Noturno","6.3166666666667","3.3666666666667","Nigéria","Oil Ship Transporter","Singapura","Fundeado","6","Mar Territorial","NCONSEGUIDO","1","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2017-09-20 00:00:00","2017-09-20 03:00:00","1.15","3.099609375","1.5281337255146E-5"
"204","21:20:00","Noturno ","6.4166666666667","3.3666666666667","Nigéria","Oil Ship Transporter","Singapura","Atracado","0","Área Portuária","NCONSEGUIDO","1","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2016-07-08 00:00:00","2016-07-08 21:20:00","1.11","5.1796875","0"
"205","21:54:00","Noturno ","6.4333333333333","3.3666666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Atracado","0","Área Portuária","ROUBO","2","Desconhecido","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2015-03-12 00:00:00","2015-03-12 21:54:00","1.12","5.9296875","0"
"206","03:30:00","Noturno","6.4333333333333","3.3688333333333","Nigéria","Oil Ship Transporter","Panamá","Atracado","0","Área Portuária","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2016-08-13 00:00:00","2016-08-13 03:30:00","0.93","5.1201171875","3.3507978514535E-5"
"207","03:25:00","Noturno ","6.4558333333333","3.3701666666667","Nigéria","Cargo Ship","Bahamas","Atracado","0","Área Portuária","NCONSEGUIDO","8","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2015-03-03 00:00:00","2015-03-03 03:25:00","0.82","3.26953125","0"
"208","03:30:00","Noturno","6.455","3.3716666666667","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","0.1","Área Portuária","NCONSEGUIDO","1","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-06-09 00:00:00","2018-06-09 03:30:00","0.99","6.240234375","6.2850122048985E-5"
"209","02:45:00","Noturno","6.445","3.38","Nigéria","Oil Ship Transporter","Malta","Atracado","0","Área Portuária","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","2020-10-09 00:00:00","2020-10-09 02:45:00","1.2088887956407","4.25","0"
"210","19:10:00","Noturno ","6.2666666666667","3.3833333333333","Nigéria","Chemical Tanker","Bélgica","Fundeado","7","Mar Territorial","ROUBO","25","Machine Gun","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","1","0","2011-01-09 00:00:00","2011-01-09 19:10:00","1.2","2.48046875","0"
"211","01:00:00","Noturno","6.2333333333333","3.3833333333333","Nigéria","Oil Ship Transporter","IlhasMarshall","Atracado","0","Área Portuária","ROUBO","4","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2016-08-05 00:00:00","2016-08-05 01:00:00","1.57","4.669921875","0"
"212","00:44:00","Noturno ","6.2833333333333","3.3833333333333","Nigéria","Oil Ship Transporter","China","Fundeado","8","Mar Territorial","NCONSEGUIDO","4","Desconhecido","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","2015-04-09 00:00:00","2015-04-09 00:44:00","1.1","4.490234375","0"
"213","03:30:00","Noturno","6.301","3.3891666666667","Nigéria","Chemical Tanker","Singapura","Fundeado","6.5","Mar Territorial","NCONSEGUIDO","1","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2019-07-26 00:00:00","2019-07-26 03:30:00","1.1","5.1298828125","0.00015195341256913"
"214","02:00:00","Noturno","6.4363333333333","3.3903333333333","Nigéria","Bulk Carrier","China","Atracado","0","Área Portuária","NCONSEGUIDO","7","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-05-19 00:00:00","2018-05-19 02:00:00","1.09","3.08984375","0"
"215","03:00:00","Noturno","6.3008333333333","3.3935","Nigéria","Oil Ship Transporter","IlhasMarshall","Fundeado","6.5","Mar Territorial","NCONSEGUIDO","","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2018-01-15 00:00:00","2018-01-15 03:00:00","0.74","3.2998046875","0"
"216","00:24:00","Noturno ","6.3193333333333","3.4095","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","5","Mar Territorial","HOMICIDIO","6","Machine Gun","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","2013-02-04 00:00:00","2013-02-04 00:24:00","0.71","3.51953125","0"
"217","17:30:00","Diurno","6.3116666666667","3.4166666666667","Nigéria","Chemical Tanker","França","Fundeado","3","Mar Territorial","NCONSEGUIDO","3","Machine Gun","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2011-03-03 00:00:00","2011-03-03 17:30:00","0.98","3.580078125","0"
"218","18:45:00","Diurno","6.34","3.4166666666667","Nigéria","Bulk Carrier","Panamá","Fundeado","3.5","Mar Territorial","ROUBO","5","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","2010-09-23 00:00:00","2010-09-23 18:45:00","1.29","6.9599609375","0.00034443690674379"
"219","19:20:00","Noturno ","6.284","3.4243333333333","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","8","Mar Territorial","ROUBO","8","Machine Gun/ Knives","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","2010-10-19 00:00:00","2010-10-19 19:20:00","1.28","2.83984375","2.6290799723938E-5"
"220","23:05:00","Noturno ","6.3","3.4333333333333","Nigéria","Oil Ship Transporter","Libéria","Fundeado","7","Mar Territorial","NCONSEGUIDO","6","Desconhecido","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","2013-08-10 00:00:00","2013-08-10 23:05:00","1.24","4.25","0"
"221","23:01:00","Noturno ","6.125","3.445","Nigéria","Cargo Ship","China","Navegar","15","Águas Internacionais","ROUBO","8","Machine Gun","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1","0","2010-10-19 00:00:00","2010-10-19 23:01:00","1.28","3.76953125","0.00047152367187664"
"222","12:15:00","Diurno","6.2766666666667","3.4483333333333","Nigéria","Cargo Ship","Antigua&Barbuda","Navegar","8","Mar Territorial","NCONSEGUIDO","3","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2010-04-12 00:00:00","2010-04-12 12:15:00","1.15","5.080078125","0"
"223","02:30:00","Noturno ","6.3166666666667","3.45","Nigéria","Chemical Tanker","IlhasMarshall","Fundeado","6.5","Mar Territorial","HIJACK","11","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2013-08-12 00:00:00","2013-08-12 02:30:00","1.18","5.240234375","0"
"224","19:13:00","Noturno ","5.1916666666667","3.4516666666667","Nigéria","Cargo Ship","Malta","Navegar","74","Águas Internacionais","NCONSEGUIDO","16","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2012-02-11 00:00:00","2012-02-11 19:13:00","1.06","5.509765625","0"
"225","07:00:00","Diurno","4.6438333333333","3.474","Nigéria","Oil Ship Transporter","Panamá","Navegar","105","Águas Internacionais","ROUBO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","2020-11-22 00:00:00","2020-11-22 07:00:00","1.1799999475479","4.349609375","1.1590221542929E-7"
"226","21:15:00","Noturno ","4.57","-3.5033333333333","Costa do Marfim","Oil Ship Transporter","IlhasMarshall","Navegar","45","Águas Internacionais","HIJACK","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2014-08-27 00:00:00","2014-08-27 21:15:00","1.77","2.7099609375","8.2336689382301E-7"
"227","01:10:00","Noturno ","5.5333333333333","3.5333333333333","Nigéria","Chemical Tanker","Libéria","Navegar","60","Águas Internacionais","HIJACK","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2012-06-25 00:00:00","2012-06-25 01:10:00","1.64","8.099609375","7.5133316303519E-5"
"228","03:04:00","Noturno ","6.01","3.5583333333333","Nigéria","Cargo Ship","Alemanha","Navegar","29","Águas Internacionais","NCONSEGUIDO","7","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2010-12-15 00:00:00","2010-12-15 03:04:00","0.94","2.7099609375","0"
"229","22:28:00","Noturno ","6","3.66","Nigéria","Cargo Ship","Vanuatu","Navegar","29","Águas Internacionais","NCONSEGUIDO","10","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2010-11-07 00:00:00","2010-11-07 22:28:00","0.85","2.8798828125","2.3871282544199E-6"
"230","02:50:00","Noturno ","4.7166666666667","3.7333333333333","Nigéria","Bulk Carrier","Panamá","Navegar","110","Águas Internacionais","HOMICIDIO","8","Machine Gun","0","0","0","1","1","0","0","1","2","1","0","1","0","0","0","1","0","2012-02-13 00:00:00","2012-02-13 02:50:00","1.13","6.7001953125","3.4481510878182E-5"
"231","19:10:00","Diurno","5.01","3.7383333333333","Nigéria","Bulk Carrier","IlhasMarshall","Navegar","85","Águas Internacionais","NCONSEGUIDO","6","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","2011-04-20 00:00:00","2011-04-20 19:10:00","1.49","5.1103515625","0"
"232","21:00:00","Noturno","5.8183333333333","3.8166666666667","Nigéria","Oil Ship Transporter","Nigéria","Navegar","49","Águas Internacionais","HIJACK","9","Machine Gun/RPG","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2019-04-05 00:00:00","2019-04-05 21:00:00","1.76","7.240234375","0"
"233","18:45:00","Diurno","3.4998333333333","3.8361666666667","Nigéria","Oil Ship Transporter","Panamá","Navegar","127","Águas Internacionais","RAPTO","","Desconhecido","0","0","0","1","10","0","0","0","0","1","0","1","0","0","0","0","0","2020-04-30 00:00:00","2020-04-30 18:45:00","1.3700000047684","4.419921875","0"
